epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,3790.47,0.80244,0.98738,1.23863,0.67835,0.58477,0.66079,0.45528,1.24861,2.48085,1.607,0.00665339,0.00665339,0.00665339
81,3837.74,0.79938,0.9778,1.23353,0.67582,0.58621,0.66149,0.45615,1.24795,2.48021,1.60603,0.00657963,0.00657963,0.00657963
82,3883.2,0.80054,0.98234,1.23896,0.67776,0.58407,0.66169,0.45645,1.24774,2.48001,1.60542,0.0065055,0.0065055,0.0065055
83,3928.92,0.79525,0.97124,1.23301,0.67741,0.58606,0.66216,0.45681,1.24707,2.47873,1.60468,0.00643101,0.00643101,0.00643101
84,3975.2,0.79176,0.96532,1.22766,0.67688,0.58883,0.66263,0.45691,1.24693,2.47769,1.60426,0.00635617,0.00635617,0.00635617
85,4019.62,0.79048,0.96146,1.22518,0.6754,0.58773,0.66271,0.45693,1.24613,2.47622,1.60327,0.00628101,0.00628101,0.00628101
86,4065.56,0.78784,0.96324,1.22826,0.67108,0.59151,0.66281,0.45742,1.24554,2.47592,1.60261,0.00620555,0.00620555,0.00620555
87,4111.47,0.78778,0.95903,1.22656,0.6735,0.59113,0.66356,0.45763,1.24502,2.47545,1.60202,0.00612981,0.00612981,0.00612981
88,4157.81,0.78617,0.95604,1.2245,0.67233,0.59076,0.66358,0.45817,1.24472,2.47538,1.60151,0.0060538,0.0060538,0.0060538
89,4203.71,0.78279,0.94754,1.2209,0.67183,0.59261,0.66418,0.45852,1.24375,2.47457,1.60018,0.00597754,0.00597754,0.00597754
90,4249.82,0.78648,0.94441,1.22481,0.67376,0.59121,0.66455,0.45891,1.24322,2.47384,1.59941,0.00590105,0.00590105,0.00590105
91,4298.1,0.7816,0.93963,1.22044,0.67091,0.59456,0.66502,0.45912,1.24291,2.47309,1.59858,0.00582435,0.00582435,0.00582435
92,4344.57,0.781,0.94231,1.21774,0.6696,0.59501,0.66523,0.45951,1.24245,2.47232,1.59782,0.00574746,0.00574746,0.00574746
93,4390.21,0.78141,0.93296,1.21741,0.67255,0.5927,0.66548,0.46001,1.2421,2.47201,1.5974,0.0056704,0.0056704,0.0056704
94,4436.29,0.77942,0.9372,1.21568,0.67341,0.59351,0.66566,0.46046,1.24156,2.47233,1.59671,0.00559318,0.00559318,0.00559318
95,4482.37,0.77452,0.9279,1.21618,0.67142,0.59415,0.66617,0.46084,1.24103,2.47128,1.59585,0.00551584,0.00551584,0.00551584
96,4527.5,0.77265,0.91975,1.21095,0.67053,0.59493,0.66671,0.46169,1.24068,2.47126,1.59486,0.00543837,0.00543837,0.00543837
