epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,8298.27,0.79391,0.66695,1.20367,0.76242,0.60461,0.70139,0.49664,1.15332,2.15563,1.50063,0.00214046,0.00214046,0.00214046
142,8355.95,0.7923,0.6622,1.20168,0.76257,0.60538,0.70152,0.49701,1.15367,2.15834,1.50075,0.00207792,0.00207792,0.00207792
143,8412.72,0.78703,0.65916,1.19683,0.76422,0.60557,0.70156,0.49749,1.1536,2.15981,1.50034,0.00201611,0.00201611,0.00201611
144,8469.89,0.78499,0.65094,1.19843,0.76314,0.60527,0.70175,0.49752,1.15381,2.1615,1.50052,0.00195505,0.00195505,0.00195505
145,8527.54,0.78707,0.64837,1.19716,0.76237,0.60554,0.70198,0.49773,1.15384,2.16291,1.50034,0.00189475,0.00189475,0.00189475
146,8584.11,0.7851,0.64809,1.19355,0.76196,0.60595,0.70198,0.4978,1.15392,2.16321,1.5001,0.00183523,0.00183523,0.00183523
147,8641.03,0.78016,0.64418,1.1885,0.76075,0.60664,0.70228,0.49789,1.15478,2.16405,1.50055,0.00177651,0.00177651,0.00177651
148,8697.9,0.78056,0.63552,1.18658,0.75802,0.60743,0.70224,0.49788,1.15531,2.16549,1.50078,0.00171859,0.00171859,0.00171859
149,8747.39,0.77555,0.63163,1.18456,0.7597,0.60773,0.70227,0.49775,1.15544,2.1673,1.50075,0.00166149,0.00166149,0.00166149
150,8804.69,0.7702,0.62395,1.18141,0.76103,0.60769,0.70241,0.49783,1.15598,2.16944,1.50091,0.00160523,0.00160523,0.00160523
151,8864.29,0.76975,0.62399,1.18346,0.76161,0.60841,0.70271,0.49798,1.15669,2.17125,1.50111,0.00154982,0.00154982,0.00154982
152,8921.82,0.76653,0.61847,1.17843,0.76118,0.60863,0.7028,0.49817,1.15717,2.17336,1.50142,0.00149527,0.00149527,0.00149527
153,8978.99,0.7628,0.61484,1.17443,0.76481,0.60759,0.70294,0.49812,1.15774,2.17484,1.50177,0.00144161,0.00144161,0.00144161
154,9036.26,0.76007,0.60891,1.17064,0.75579,0.60975,0.70268,0.49804,1.1581,2.17678,1.50205,0.00138883,0.00138883,0.00138883
155,9093.54,0.75611,0.60364,1.16905,0.75723,0.61036,0.70269,0.49804,1.15856,2.179,1.50236,0.00133695,0.00133695,0.00133695
156,9149.55,0.75597,0.60228,1.17077,0.76037,0.61033,0.7026,0.49813,1.15909,2.18062,1.50277,0.00128599,0.00128599,0.00128599
157,9206.73,0.75222,0.59904,1.16727,0.75985,0.6103,0.70264,0.49815,1.15991,2.18282,1.50331,0.00123596,0.00123596,0.00123596
158,9264.29,0.74974,0.59218,1.1654,0.75635,0.61154,0.7027,0.49821,1.1607,2.18465,1.50397,0.00118687,0.00118687,0.00118687
159,9321.25,0.74961,0.5903,1.16198,0.75471,0.61149,0.70261,0.49841,1.16146,2.18618,1.50433,0.00113873,0.00113873,0.00113873
160,9377.85,0.74504,0.58918,1.16266,0.75611,0.61184,0.70263,0.49854,1.16225,2.18816,1.50488,0.00109156,0.00109156,0.00109156
161,9437.9,0.74201,0.58054,1.15832,0.76181,0.60784,0.70232,0.49867,1.16269,2.19062,1.50509,0.00104537,0.00104537,0.00104537
162,9494.88,0.74307,0.58094,1.15847,0.75879,0.60819,0.70233,0.49873,1.16323,2.19153,1.50532,0.00100016,0.00100016,0.00100016
163,9549.75,0.7404,0.57817,1.15646,0.7655,0.60791,0.7024,0.49893,1.16395,2.1923,1.50587,0.000955951,0.000955951,0.000955951
164,9607.29,0.73611,0.5791,1.15561,0.75925,0.60843,0.70249,0.49887,1.16458,2.19341,1.50632,0.000912754,0.000912754,0.000912754
165,9664.77,0.73619,0.57381,1.15253,0.75998,0.60958,0.70242,0.49872,1.16499,2.19454,1.50656,0.000870577,0.000870577,0.000870577
166,9721.43,0.73575,0.57046,1.15251,0.76089,0.60925,0.7022,0.49874,1.16549,2.19611,1.50689,0.000829431,0.000829431,0.000829431
167,9778.17,0.72979,0.5654,1.15119,0.76211,0.60843,0.70213,0.49884,1.16615,2.19802,1.50739,0.000789327,0.000789327,0.000789327
168,9835.72,0.72634,0.56425,1.14481,0.76131,0.60961,0.70237,0.49884,1.16652,2.19894,1.50759,0.000750274,0.000750274,0.000750274
169,9891.57,0.72525,0.55778,1.14434,0.76165,0.61008,0.70225,0.49865,1.167,2.20073,1.50804,0.000712282,0.000712282,0.000712282
170,9948.48,0.7234,0.55539,1.14151,0.75798,0.61134,0.702,0.49864,1.16781,2.20173,1.50866,0.00067536,0.00067536,0.00067536
171,10007.9,0.72296,0.55436,1.13735,0.75742,0.61182,0.70186,0.49862,1.16819,2.20242,1.50881,0.000639518,0.000639518,0.000639518
172,10064.4,0.71929,0.55481,1.13893,0.75579,0.61224,0.70155,0.49859,1.16885,2.20313,1.50917,0.000604763,0.000604763,0.000604763
173,10120.6,0.71739,0.55144,1.13823,0.75594,0.61275,0.70161,0.49833,1.16939,2.20429,1.5094,0.000571106,0.000571106,0.000571106
174,10177.4,0.71674,0.55114,1.13534,0.75385,0.61522,0.70156,0.49831,1.16992,2.20573,1.50993,0.000538554,0.000538554,0.000538554
175,10234.6,0.71515,0.54029,1.13402,0.75145,0.61611,0.70135,0.49836,1.17062,2.207,1.51047,0.000507115,0.000507115,0.000507115
176,10291.4,0.712,0.54309,1.13119,0.75082,0.61697,0.70149,0.49834,1.17118,2.20776,1.51073,0.000476796,0.000476796,0.000476796
177,10348.6,0.712,0.5401,1.13312,0.74967,0.61775,0.70139,0.49835,1.17169,2.20801,1.5113,0.000447606,0.000447606,0.000447606
178,10405.4,0.70768,0.53856,1.12992,0.74766,0.6192,0.70151,0.49841,1.17214,2.20837,1.51171,0.000419552,0.000419552,0.000419552
179,10462.2,0.71062,0.53767,1.13114,0.74759,0.61919,0.70161,0.49849,1.1722,2.20824,1.51175,0.00039264,0.00039264,0.00039264
